origin|month|cause|avg_minutes|rank_pos
ABE|1|weather_delay|154.33333333333334|1
ABE|1|carrier_delay|100.35714285714286|2
ABE|1|late_aircraft_delay|96.66025641025641|3
ABE|2|weather_delay|225.0|1
ABE|2|carrier_delay|117.22972972972973|2
ABE|2|late_aircraft_delay|67.14814814814815|3
ABE|3|carrier_delay|98.15384615384616|1
ABE|3|late_aircraft_delay|76.39759036144578|2
ABE|3|nas_delay|66.98837209302326|3
ABE|4|carrier_delay|147.62992125984252|1
ABE|4|weather_delay|109.0|2
ABE|4|late_aircraft_delay|87.0091743119266|3
ABE|5|late_aircraft_delay|114.77304964539007|1
ABE|5|carrier_delay|62.19847328244275|2
ABE|5|nas_delay|59.116279069767444|3
ABE|6|carrier_delay|96.27439024390245|1
ABE|6|nas_delay|71.17582417582418|2
ABE|6|late_aircraft_delay|70.4496644295302|3
ABE|7|late_aircraft_delay|65.18502202643172|1
ABE|7|carrier_delay|56.37|2
ABE|7|weather_delay|54.68571428571428|3
ABE|8|late_aircraft_delay|60.1219512195122|1
ABE|8|carrier_delay|54.13636363636363|2
ABE|8|weather_delay|54.02325581395349|3
ABE|9|weather_delay|124.07692307692308|1
ABE|9|late_aircraft_delay|65.63265306122449|2
ABE|9|carrier_delay|46.96511627906977|3
ABE|10|late_aircraft_delay|99.09677419354838|1
ABE|10|carrier_delay|68.80232558139535|2
ABE|10|weather_delay|50.0|3
ABE|11|nas_delay|70.75806451612904|1
ABE|11|late_aircraft_delay|59.723404255319146|2
ABE|11|weather_delay|55.23076923076923|3
ABE|12|weather_delay|120.4054054054054|1
ABE|12|late_aircraft_delay|72.03012048192771|2
ABE|12|carrier_delay|54.80288461538461|3
ABI|1|late_aircraft_delay|59.31111111111111|1
ABI|1|weather_delay|47.32|2
ABI|1|nas_delay|31.906666666666666|3
ABI|2|weather_delay|88.0|1
ABI|2|carrier_delay|22.347826086956523|2
ABI|2|late_aircraft_delay|20.451612903225808|3
ABI|3|carrier_delay|81.9047619047619|1
ABI|3|weather_delay|57.86363636363637|2
ABI|3|late_aircraft_delay|52.80555555555556|3
ABI|4|weather_delay|79.15384615384616|1
ABI|4|late_aircraft_delay|44.71590909090909|2
ABI|4|nas_delay|18.384615384615383|3
ABI|5|late_aircraft_delay|108.40350877192982|1
ABI|5|carrier_delay|92.30508474576271|2
ABI|5|weather_delay|62.25|3
ABI|6|late_aircraft_delay|54.50526315789474|1
ABI|6|carrier_delay|48.81818181818182|2
ABI|6|weather_delay|26.37037037037037|3
ABI|7|carrier_delay|63.58|1
ABI|7|late_aircraft_delay|40.95412844036697|2
ABI|7|nas_delay|20.25|3
ABI|8|late_aircraft_delay|33.325581395348834|1
ABI|8|nas_delay|15.458333333333334|2
ABI|8|carrier_delay|14.085714285714285|3
ABI|9|carrier_delay|57.18181818181818|1
ABI|9|late_aircraft_delay|44.583333333333336|2
ABI|9|weather_delay|32.35294117647059|3
ABI|10|carrier_delay|121.5625|1
ABI|10|late_aircraft_delay|50.35|2
ABI|10|nas_delay|32.375|3
ABI|11|weather_delay|71.43333333333334|1
ABI|11|carrier_delay|51.0|2
ABI|11|late_aircraft_delay|33.333333333333336|3
ABI|12|late_aircraft_delay|64.78947368421052|1
ABI|12|carrier_delay|41.86274509803921|2
ABI|12|weather_delay|36.46666666666667|3
ABQ|1|late_aircraft_delay|62.64544456641054|1
ABQ|1|weather_delay|36.39766081871345|2
ABQ|1|carrier_delay|35.90430622009569|3
ABQ|2|weather_delay|56.98550724637681|1
ABQ|2|late_aircraft_delay|52.282186948853614|2
ABQ|2|carrier_delay|41.33761467889908|3
ABQ|3|late_aircraft_delay|55.09510357815443|1
ABQ|3|weather_delay|41.724137931034484|2
ABQ|3|carrier_delay|37.346846846846844|3
ABQ|4|weather_delay|85.62608695652175|1
ABQ|4|late_aircraft_delay|44.93619361936194|2
ABQ|4|carrier_delay|30.431761786600497|3
ABQ|5|weather_delay|108.47777777777777|1
ABQ|5|late_aircraft_delay|54.073282442748095|2
ABQ|5|carrier_delay|38.06739679865206|3
ABQ|6|weather_delay|55.828828828828826|1
ABQ|6|late_aircraft_delay|48.70998415213946|2
ABQ|6|carrier_delay|42.18493150684932|3
ABQ|7|late_aircraft_delay|57.36380952380952|1
ABQ|7|weather_delay|38.266666666666666|2
ABQ|7|carrier_delay|34.97056418642682|3
ABQ|8|late_aircraft_delay|51.50472589792061|1
ABQ|8|carrier_delay|41.747727272727275|2
ABQ|8|weather_delay|25.711111111111112|3
ABQ|9|carrier_delay|44.07880910683012|1
ABQ|9|late_aircraft_delay|39.11158798283262|2
ABQ|9|nas_delay|23.08609271523179|3
ABQ|10|security_delay|145.6315789473684|1
ABQ|10|late_aircraft_delay|50.71183800623053|2
ABQ|10|weather_delay|44.0|3
ABQ|11|late_aircraft_delay|47.13258785942492|1
ABQ|11|weather_delay|41.35643564356435|2
ABQ|11|carrier_delay|33.171171171171174|3
ABQ|12|weather_delay|128.88135593220338|1
ABQ|12|late_aircraft_delay|57.37250293772033|2
ABQ|12|carrier_delay|28.02478134110787|3
ABR|1|weather_delay|151.0|1
ABR|1|carrier_delay|75.26086956521739|2
ABR|1|nas_delay|8.0|3
ABR|2|weather_delay|277.77777777777777|1
ABR|2|carrier_delay|22.25|2
ABR|3|carrier_delay|170.3846153846154|1
ABR|3|weather_delay|123.0|2
ABR|4|weather_delay|344.0|1
ABR|4|carrier_delay|321.14285714285717|2
ABR|5|carrier_delay|113.65517241379311|1
ABR|5|weather_delay|59.5|2
ABR|5|nas_delay|1.0|3
ABR|6|carrier_delay|132.38636363636363|1
ABR|6|weather_delay|48.73529411764706|2
ABR|6|nas_delay|26.145454545454545|3
ABR|7|carrier_delay|106.13157894736842|1
ABR|7|weather_delay|29.25|2
ABR|7|nas_delay|21.024390243902438|3
ABR|8|carrier_delay|263.5833333333333|1
ABR|8|weather_delay|37.310344827586206|2
ABR|8|nas_delay|20.57894736842105|3
ABR|9|carrier_delay|76.44|1
ABR|10|carrier_delay|136.92307692307693|1
ABR|10|weather_delay|53.0|2
ABR|10|nas_delay|1.0|3
ABR|11|carrier_delay|45.40625|1
ABR|12|carrier_delay|257.42105263157896|1
ABR|12|weather_delay|150.0|2
ABR|12|nas_delay|16.0|3
ABY|1|carrier_delay|239.76470588235293|1
ABY|1|weather_delay|168.5|2
ABY|1|nas_delay|13.333333333333334|3
ABY|2|carrier_delay|144.56666666666666|1
ABY|2|weather_delay|80.07142857142857|2
ABY|2|nas_delay|31.0|3
ABY|3|carrier_delay|108.1304347826087|1
ABY|3|weather_delay|25.0|2
ABY|4|carrier_delay|64.36206896551724|1
ABY|4|weather_delay|33.0|2
ABY|4|nas_delay|12.051282051282051|3
ABY|5|weather_delay|73.0|1
ABY|5|carrier_delay|64.32835820895522|2
ABY|5|nas_delay|20.42105263157895|3
ABY|6|carrier_delay|51.4|1
ABY|6|nas_delay|9.0|2
ABY|7|carrier_delay|116.91208791208791|1
ABY|7|weather_delay|74.38095238095238|2
ABY|7|nas_delay|25.90625|3
ABY|8|weather_delay|1318.0|1
ABY|8|carrier_delay|92.22033898305085|2
ABY|8|nas_delay|7.0|3
ABY|9|carrier_delay|62.743589743589745|1
ABY|9|weather_delay|42.642857142857146|2
ABY|9|nas_delay|13.411764705882353|3
ABY|10|carrier_delay|45.3|1
ABY|10|nas_delay|14.0|2
ABY|11|carrier_delay|70.50847457627118|1
ABY|11|weather_delay|48.0|2
ABY|11|nas_delay|7.857142857142857|3
ABY|12|weather_delay|132.6|1
ABY|12|carrier_delay|129.11363636363637|2
ABY|12|late_aircraft_delay|61.714285714285715|3
ACK|5|late_aircraft_delay|97.56976744186046|1
ACK|5|nas_delay|44.044117647058826|2
ACK|5|carrier_delay|35.95|3
ACK|6|late_aircraft_delay|76.03791469194313|1
ACK|6|nas_delay|63.9377990430622|2
ACK|6|carrier_delay|49.88732394366197|3
ACK|7|weather_delay|132.0|1
ACK|7|late_aircraft_delay|58.927113702623906|2
ACK|7|carrier_delay|46.445|3
ACK|8|weather_delay|113.0|1
ACK|8|late_aircraft_delay|68.53721682847896|2
ACK|8|nas_delay|58.52647975077882|3
ACK|9|late_aircraft_delay|69.03225806451613|1
ACK|9|nas_delay|28.78787878787879|2
ACK|9|carrier_delay|13.842105263157896|3
ACK|10|nas_delay|78.47058823529412|1
ACK|10|late_aircraft_delay|46.3|2
ACK|10|carrier_delay|42.526315789473685|3
ACT|1|late_aircraft_delay|137.2941176470588|1
ACT|1|weather_delay|120.9|2
ACT|1|carrier_delay|99.296875|3
ACT|2|weather_delay|74.0|1
ACT|2|late_aircraft_delay|27.22222222222222|2
ACT|2|carrier_delay|22.097560975609756|3
ACT|3|late_aircraft_delay|33.6875|1
ACT|3|weather_delay|23.0|2
ACT|3|nas_delay|19.417910447761194|3
ACT|4|weather_delay|186.91304347826087|1
ACT|4|carrier_delay|32.13793103448276|2
ACT|4|late_aircraft_delay|21.923076923076923|3
ACT|5|weather_delay|143.72727272727272|1
ACT|5|carrier_delay|108.79591836734694|2
ACT|5|nas_delay|81.84|3
ACT|6|weather_delay|101.63636363636364|1
ACT|6|carrier_delay|98.37974683544304|2
ACT|6|late_aircraft_delay|58.39344262295082|3
ACT|7|carrier_delay|111.70588235294117|1
ACT|7|weather_delay|64.58823529411765|2
ACT|7|late_aircraft_delay|32.27272727272727|3
ACT|8|late_aircraft_delay|49.142857142857146|1
ACT|8|carrier_delay|34.28333333333333|2
ACT|8|weather_delay|31.0|3
ACT|9|late_aircraft_delay|59.65714285714286|1
ACT|9|carrier_delay|55.595238095238095|2
ACT|9|weather_delay|29.076923076923077|3
ACT|10|carrier_delay|89.66336633663366|1
ACT|10|late_aircraft_delay|56.745098039215684|2
ACT|10|weather_delay|22.88888888888889|3
